file	verdict	status	note
nova_tests/concurrency/cancel_during_drain_exit.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_during_natural_fire.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_during_runtime_shutdown.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_from_non_fiber.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_latency_bench_slow.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_merge_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_negative_behavior_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_pattern_var_no_leak_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_reason_typed_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_runtime_not_init.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_semantics_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_storm_1000.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_token_generic_smoke.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_unbound_token.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_with_corrupted_token.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancel_zero_fibers_in_scope.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cancellation_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/close_cb_after_fiber_dead.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/condvar_wait_cancel.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/cooperative_interleave.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/ctx_pins_scope_cleanup_loop.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/ctx_pins_token_reuse_post_scope.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/deep_gc.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/deep_spawn.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/detach_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/driver_thread_idle_no_cpu.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fiber_arena_compact.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fiber_arena_stats.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fiber_throw.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fibers_10k_sleep_cancel.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fn_array_collect_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/fn_array_generic_smoke.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_bench.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_bench_slow.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_correctness.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_differential.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_introspection.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_no_leak.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/gc_pause_bench_slow.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/grow_vs_wake_explicit.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/int_extension_record_field_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/main_yield.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/memory_footprint_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/memory_growth_check.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_closure_spawn_gcroot_test.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_init_after_materialize.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_lazy_spawn.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_maxprocs_clamp.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_maxprocs_env.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_maxprocs_getter.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_maxprocs_invalid_env.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
nova_tests/concurrency/mn_runtime_actual_workload.nv	STALE	RUN-FAIL	RUN-FAIL:   PASS: assert(true) inside spawn body — fiber returns cleanly |   PASS: assert(true) inside parallel for body |   PASS: assert after Time.sleep yields — fiber fail-frame survives switch |   PASS: nested...
